Age,Income,Eco_Awareness,Event_Frequency,Online_Shopper,Preferred_Product,Monthly_Spend,Purchase_Intent
53,Medium,5,1,1,Trays,693.44,1
56,High,5,3,0,Spoons,751.16,0
57,Low,4,3,0,Bowls,601.1,0
52,High,2,3,0,Plates,419.38,0
51,Low,2,5,0,Plates,451.05,0
41,High,5,1,1,Plates,751.34,1
39,High,5,5,1,Plates,893.14,1
22,Medium,4,6,1,Combo Pack,758.5,1
50,High,2,9,0,Plates,735.91,0
53,Medium,5,2,0,Spoons,668.16,0
37,Low,2,7,0,Plates,727.13,0
36,Medium,5,1,0,Trays,579.01,0
52,Medium,1,7,1,Plates,555.72,1
34,Low,3,4,0,Bowls,594.57,0
51,Medium,1,1,1,Spoons,291.34,0
26,High,5,6,0,Spoons,894.8,1
43,Low,3,1,1,Combo Pack,362.09,0
19,Medium,3,5,1,Trays,637.44,1
26,High,5,9,1,Spoons,1001.39,1
26,High,5,2,1,Bowls,703.98,1
57,High,2,8,1,Plates,771.71,1
34,Medium,5,2,1,Spoons,613.03,1
18,High,4,2,0,Bowls,559.99,0
42,Medium,5,4,0,Plates,772.37,0
57,Low,4,6,1,Combo Pack,780.92,1
59,Medium,5,7,1,Spoons,987.01,1
42,Medium,2,6,0,Spoons,591.32,0
56,Low,4,8,0,Bowls,920.79,1
52,Medium,1,4,1,Trays,368.71,0
20,Medium,4,9,0,Combo Pack,961.5,1
54,Low,2,2,0,Trays,438.89,0
47,Medium,4,5,0,Spoons,713.39,1
55,Medium,5,4,1,Trays,839.07,1
51,Medium,5,3,0,Plates,752.62,0
29,Low,2,1,1,Combo Pack,402.27,0
36,Low,3,6,0,Trays,689.93,0
54,Low,5,4,1,Plates,819.06,1
34,High,1,3,1,Bowls,347.97,0
27,Low,2,7,0,Trays,645.19,0
29,Medium,4,8,1,Combo Pack,912.95,1
33,Low,4,8,0,Plates,926.84,1
41,Low,1,2,0,Trays,237.52,0
36,High,5,2,1,Bowls,771.68,1
25,Medium,2,4,0,Trays,407.02,0
48,Low,1,4,1,Plates,365.76,0
38,Medium,5,9,0,Trays,1045.29,1
34,Low,2,1,0,Combo Pack,370.62,0
40,Medium,4,0,0,Spoons,578.81,0
54,Medium,2,7,1,Plates,557.09,1
33,Low,3,2,0,Plates,474.62,0
23,Low,2,0,1,Plates,193.66,0
25,Low,3,0,0,Plates,401.58,0
42,High,2,1,0,Trays,363.58,0
35,High,3,5,1,Combo Pack,729.54,1
42,Low,4,5,1,Bowls,756.03,1
29,Medium,5,2,0,Combo Pack,752.2,0
32,Low,3,3,1,Plates,579.19,0
43,Low,3,1,0,Trays,428.24,0
58,Medium,4,1,1,Trays,479.55,1
43,High,3,6,1,Plates,713.75,1
49,High,1,0,1,Trays,125.39,0
27,Medium,4,6,1,Plates,864.76,1
33,Low,1,0,0,Combo Pack,191.9,0
24,Medium,4,5,1,Spoons,809.76,1
34,Low,3,2,1,Trays,475.99,0
40,Medium,1,7,0,Plates,563.44,0
43,Low,3,5,0,Plates,660.47,0
38,Medium,4,1,1,Trays,547.75,1
39,Low,3,7,1,Bowls,728.37,1
24,Low,1,4,0,Plates,419.62,0
31,High,1,7,1,Trays,503.69,1
32,Low,3,7,1,Plates,689.53,1
24,Medium,2,5,0,Bowls,612.14,0
26,Low,4,1,0,Spoons,586.36,0
25,Low,4,7,1,Bowls,853.29,1
40,Low,3,5,0,Combo Pack,733.26,0
46,Low,2,5,0,Trays,536.61,0
35,High,1,7,1,Bowls,616.14,1
48,Low,5,0,1,Spoons,608.78,1
47,High,5,1,1,Plates,598.76,1
56,Medium,3,8,1,Trays,892.4,1
52,Medium,2,7,0,Bowls,699.54,0
35,Medium,2,6,0,Spoons,593.95,0
59,Medium,4,6,1,Bowls,836.36,1
56,Medium,1,4,0,Combo Pack,379.81,0
34,Low,2,1,1,Trays,391.46,0
31,Low,5,5,0,Plates,730.45,1
48,High,1,9,0,Spoons,599.01,0
41,High,1,2,0,Bowls,348.96,0
52,High,3,3,1,Trays,537.52,0
51,Medium,2,9,0,Bowls,760.38,0
20,Medium,3,1,0,Trays,382.66,0
54,Medium,2,1,0,Combo Pack,442.39,0
57,Medium,4,7,1,Bowls,909.53,1
43,Low,3,7,0,Combo Pack,739.97,0
40,Medium,3,9,0,Spoons,829.77,0
56,Low,5,5,0,Combo Pack,901.48,1
32,Low,3,4,1,Trays,699.12,0
21,High,2,7,0,Spoons,697.69,0
46,Low,5,3,0,Bowls,858.59,0
39,Low,3,3,0,Bowls,503.88,0
42,Low,3,4,1,Trays,559.03,0
30,High,4,0,1,Plates,440.55,1
35,Medium,3,0,1,Plates,422.09,0
50,Medium,1,1,1,Bowls,258.78,0
33,High,5,7,1,Trays,942.4,1
59,High,1,6,0,Plates,540.46,0
19,Low,5,9,1,Combo Pack,1111.62,1
52,Medium,4,8,1,Bowls,823.72,1
59,Medium,3,4,1,Combo Pack,570.15,0
51,Medium,3,1,0,Trays,491.01,0
47,Low,3,6,1,Combo Pack,676.61,1
30,High,5,7,0,Plates,910.09,1
30,Medium,3,6,1,Plates,750.93,1
35,Low,1,6,0,Spoons,435.52,0
49,Medium,3,4,0,Bowls,584.92,0
49,Low,4,1,0,Trays,566.43,0
52,Low,1,5,0,Bowls,421.31,0
56,Medium,3,3,1,Combo Pack,589.16,0
46,Low,3,9,0,Trays,821.56,0
46,Medium,2,1,0,Trays,420.43,0
33,Medium,5,8,1,Plates,993.71,1
27,Low,1,6,0,Combo Pack,533.56,0
47,High,2,5,1,Plates,587.3,1
42,Low,4,4,0,Plates,668.62,0
56,Low,5,2,0,Spoons,597.33,0
37,Low,1,9,1,Plates,668.04,1
22,Low,3,9,1,Bowls,853.61,1
18,Low,1,3,0,Trays,377.79,0
47,Medium,3,2,1,Plates,488.67,0
20,High,5,7,1,Bowls,928.48,1
31,Low,3,2,1,Combo Pack,600.42,0
47,Medium,4,6,0,Trays,726.38,1
21,Medium,3,6,0,Combo Pack,736.7,0
35,High,4,6,1,Bowls,771.27,1
54,Medium,5,6,1,Combo Pack,883.21,1
42,Low,5,1,0,Combo Pack,634.14,0
18,Low,1,9,1,Combo Pack,609.83,1
32,Medium,4,2,0,Plates,628.56,0
26,High,4,9,0,Plates,1019.53,1
32,Low,2,8,0,Plates,723.5,0
41,Low,2,2,1,Trays,405.17,0
21,High,2,1,0,Bowls,300.68,0
29,High,3,8,1,Plates,825.84,1
54,High,2,9,1,Combo Pack,857.82,1
54,Medium,4,8,1,Combo Pack,880.97,1
23,Low,3,3,1,Combo Pack,531.2,0
56,Medium,5,8,1,Combo Pack,971.95,1
41,Medium,1,2,1,Spoons,275.53,0
28,Low,2,6,0,Trays,462.74,0
30,Medium,5,6,0,Bowls,920.25,1
51,Medium,4,7,0,Bowls,807.72,1
42,Low,1,9,0,Plates,569.49,0
24,Medium,5,3,1,Spoons,787.66,1
21,Medium,1,2,0,Bowls,245.9,0
25,High,2,2,1,Trays,383.07,0
37,Low,4,4,1,Combo Pack,773.32,1
46,Low,1,0,1,Plates,129.54,0
27,Medium,5,9,0,Trays,973.37,1
51,Low,2,2,1,Bowls,413.47,0
43,Medium,2,5,0,Spoons,607.47,0
58,Medium,5,2,0,Plates,621.28,0
20,Low,5,4,1,Bowls,820.38,1
23,Medium,1,8,1,Plates,629.05,1
22,Medium,3,1,0,Bowls,347.04,0
22,Low,2,1,1,Combo Pack,389.93,0
40,High,1,5,0,Spoons,493.83,0
26,High,5,5,0,Combo Pack,834.41,1
52,Medium,1,7,0,Bowls,612.62,0
37,Medium,5,1,1,Trays,706.82,1
59,Medium,4,8,1,Combo Pack,905.16,1
52,High,5,1,0,Trays,627.43,0
35,Medium,5,0,0,Bowls,551.36,0
34,Medium,5,9,1,Spoons,1048.12,1
41,High,3,1,0,Trays,478.49,0
20,Low,5,6,0,Bowls,883.79,1
49,High,2,7,1,Trays,540.12,1
52,Low,2,4,0,Combo Pack,563.44,0
55,Low,1,5,1,Bowls,459.51,1
30,Low,3,0,0,Combo Pack,381.02,0
42,High,1,5,1,Plates,492.86,1
26,High,2,7,0,Bowls,726.23,0
21,Medium,2,2,1,Trays,259.9,0
31,Medium,4,0,0,Plates,521.71,0
54,Medium,5,3,1,Combo Pack,678.67,1
51,High,2,0,1,Combo Pack,324.96,0
28,Medium,1,7,0,Trays,556.4,0
58,Low,1,4,0,Plates,431.79,0
20,Low,5,0,1,Spoons,575.04,1
45,Medium,5,7,1,Trays,856.34,1
46,Medium,4,8,0,Combo Pack,877.48,1
26,Low,3,9,0,Bowls,870.34,0
20,Low,1,1,1,Plates,300.77,0
42,High,5,8,0,Spoons,941.41,1
51,Low,1,7,1,Bowls,601.35,1
29,Medium,5,6,1,Plates,867.61,1
59,High,2,2,1,Trays,418.12,0
26,Medium,1,1,0,Trays,224.51,0
32,Low,2,6,0,Plates,609.11,0
57,Medium,1,4,1,Spoons,444.59,0
42,High,3,5,1,Plates,588.65,1
22,Medium,4,3,1,Bowls,616.0,1
28,High,2,1,0,Bowls,359.25,0
51,Low,5,8,0,Trays,1120.08,1
41,Medium,3,2,0,Plates,456.84,0
32,Medium,1,6,1,Trays,602.01,1
55,High,2,7,0,Spoons,750.22,0
25,Low,1,1,0,Bowls,245.13,0
22,High,1,5,0,Combo Pack,435.09,0
43,Medium,1,7,0,Combo Pack,515.4,0
35,Low,4,6,1,Plates,796.59,1
23,Low,4,2,1,Plates,529.66,1
54,High,5,0,0,Combo Pack,596.19,0
30,Low,2,5,0,Plates,624.84,0
45,Low,3,7,0,Bowls,719.45,0
22,Low,3,5,0,Spoons,637.96,0
30,High,3,4,0,Spoons,514.94,0
34,Medium,1,7,1,Trays,568.7,1
57,Medium,4,1,0,Bowls,563.22,0
49,Low,2,0,0,Plates,303.19,0
46,Medium,1,0,0,Plates,189.16,0
20,Medium,4,3,1,Trays,635.36,1
57,High,4,5,1,Trays,775.1,1
51,High,2,8,1,Plates,698.56,1
57,Low,2,0,1,Plates,315.75,0
44,Medium,2,0,1,Bowls,310.75,0
30,Low,1,4,0,Trays,456.17,0
50,Medium,5,9,1,Bowls,1083.85,1
23,Low,2,4,0,Plates,509.64,0
41,Low,5,4,0,Combo Pack,875.92,0
36,Low,1,9,1,Combo Pack,671.01,1
33,Medium,5,5,0,Plates,915.25,1
57,Low,3,7,1,Trays,780.35,1
45,Medium,5,2,0,Combo Pack,607.9,0
50,Medium,2,8,1,Trays,765.24,1
58,Low,1,0,1,Combo Pack,206.76,0
30,Medium,2,3,1,Trays,447.4,0
42,Low,3,8,1,Combo Pack,814.07,1
59,Medium,2,7,1,Trays,632.75,1
53,Medium,2,9,1,Bowls,761.35,1
44,Low,2,8,0,Trays,670.41,0
55,Low,4,0,0,Bowls,563.71,0
24,Low,3,8,1,Bowls,794.32,1
22,High,2,2,1,Plates,380.87,0
48,Medium,2,9,1,Bowls,703.75,1
40,Medium,2,8,1,Spoons,713.44,1
59,Medium,1,0,1,Bowls,209.36,0
27,Low,4,0,0,Trays,519.42,0
49,Medium,1,8,0,Bowls,548.64,0
47,Medium,4,5,0,Trays,669.94,1
56,Low,2,3,0,Trays,481.28,0
48,Low,3,6,1,Spoons,774.23,1
35,Low,5,4,1,Bowls,748.68,1
53,Medium,5,9,1,Bowls,1129.47,1
19,High,2,6,0,Combo Pack,614.2,0
31,Low,1,7,0,Combo Pack,549.65,0
30,Medium,3,7,0,Plates,730.12,0
46,Low,4,0,1,Trays,430.77,1
29,High,2,7,0,Spoons,699.39,0
56,Low,3,5,0,Combo Pack,611.22,0
19,Medium,3,3,0,Bowls,511.01,0
49,Medium,4,7,0,Plates,899.6,1
30,Medium,3,2,1,Spoons,405.85,0
44,Medium,1,3,0,Bowls,273.82,0
58,Low,1,5,0,Bowls,449.09,0
34,Low,1,6,0,Trays,514.66,0
57,Low,3,3,0,Trays,574.24,0
48,Low,1,3,1,Combo Pack,334.91,0
51,Medium,4,6,1,Combo Pack,926.52,1
41,Low,3,5,0,Bowls,638.61,0
52,Low,5,7,1,Bowls,938.46,1
23,Medium,3,0,0,Combo Pack,360.15,0
36,High,4,9,1,Combo Pack,956.2,1
47,Medium,5,6,0,Bowls,930.75,1
24,Low,3,6,0,Spoons,760.18,0
27,Low,1,6,1,Bowls,425.54,1
58,High,2,6,1,Spoons,587.7,1
49,Low,2,9,1,Spoons,772.34,1
51,Low,1,9,0,Bowls,679.35,0
45,Medium,2,7,0,Plates,650.33,0
32,Medium,2,8,1,Combo Pack,727.12,1
47,Medium,1,8,0,Trays,559.55,0
54,Low,1,1,0,Bowls,327.9,0
46,Low,3,6,0,Spoons,749.63,0
39,High,3,6,0,Bowls,632.75,0
21,Low,1,3,0,Combo Pack,296.24,0
37,Medium,4,8,0,Spoons,847.65,1
49,Medium,2,7,0,Trays,683.9,0
53,Medium,3,0,1,Trays,335.76,0
21,Low,2,1,0,Trays,333.45,0
44,Low,5,1,0,Plates,672.74,0
34,Medium,1,7,1,Spoons,546.69,1
29,High,4,0,1,Spoons,512.94,1
39,High,5,3,0,Plates,696.71,0
34,Low,5,9,1,Spoons,1079.74,1
27,Low,5,4,0,Plates,769.34,0
18,High,1,8,1,Bowls,583.77,1
39,Medium,3,6,0,Combo Pack,711.89,0
43,High,1,7,0,Trays,555.15,0
35,Low,3,8,1,Plates,801.2,1
31,Medium,5,6,1,Plates,862.47,1
46,Medium,5,4,0,Plates,785.02,0
29,Medium,4,4,0,Bowls,700.11,0
53,Medium,3,9,0,Plates,781.25,0
52,Low,5,5,1,Combo Pack,826.87,1
29,Medium,2,4,0,Combo Pack,519.38,0
24,Low,4,8,0,Trays,836.13,1
46,Medium,1,2,0,Bowls,357.83,0
28,High,4,2,1,Combo Pack,663.48,1
50,Low,2,6,1,Spoons,537.74,1
23,High,3,6,1,Spoons,767.88,1
32,Low,1,5,0,Spoons,442.82,0
49,Medium,1,2,1,Plates,320.93,0
28,High,3,6,1,Plates,675.17,1
40,Low,4,4,1,Spoons,746.15,1
43,Low,5,6,0,Trays,920.3,1
51,Medium,4,1,0,Trays,509.29,0
51,Low,2,5,1,Plates,491.74,1
46,Medium,5,7,0,Spoons,876.98,1
21,High,4,0,1,Trays,509.4,1
34,Medium,3,3,1,Plates,578.62,0
52,Low,2,0,1,Spoons,332.55,0
30,Medium,2,0,1,Bowls,294.1,0
58,Medium,2,9,1,Spoons,692.15,1
56,Low,5,7,0,Spoons,915.9,1
32,Medium,1,6,0,Combo Pack,557.62,0
46,Medium,5,9,0,Combo Pack,1025.77,1
46,Medium,4,0,1,Bowls,507.17,1
28,Low,1,1,0,Bowls,196.22,0
49,Medium,4,3,0,Spoons,666.83,0
19,Low,1,0,1,Trays,177.12,0
31,Low,5,2,1,Bowls,752.34,1
37,High,2,7,1,Spoons,688.68,1
39,Medium,3,7,1,Plates,725.21,1
28,Low,2,7,1,Combo Pack,643.67,1
44,Low,5,5,1,Trays,822.44,1
20,Low,1,5,1,Spoons,379.03,1
34,Low,2,4,1,Plates,457.13,0
45,Low,5,8,1,Combo Pack,1009.91,1
46,Low,4,3,1,Plates,666.26,1
38,Medium,3,9,1,Spoons,857.43,1
33,Medium,2,6,0,Bowls,584.91,0
54,Medium,1,0,0,Combo Pack,246.65,0
37,Medium,4,8,0,Plates,903.18,1
23,Low,5,6,0,Bowls,935.16,1
36,High,3,9,0,Trays,761.31,0
22,High,1,8,0,Spoons,403.88,0
20,High,5,6,0,Spoons,914.19,1
18,High,5,1,1,Combo Pack,578.76,1
55,High,2,5,1,Plates,539.38,1
32,Medium,2,9,0,Trays,734.9,0
51,Low,1,3,1,Combo Pack,429.37,0
52,Medium,5,2,1,Combo Pack,720.0,1
42,Medium,2,1,1,Plates,358.29,0
41,Medium,3,5,1,Trays,691.85,1
29,Medium,3,7,0,Plates,768.42,0
35,Low,5,5,0,Spoons,827.12,1
32,Low,2,8,0,Bowls,753.57,0
33,High,1,4,0,Spoons,344.51,0
44,Medium,1,1,1,Spoons,266.16,0
25,Medium,1,7,0,Combo Pack,472.62,0
42,Low,3,8,0,Spoons,810.2,0
34,Low,2,9,0,Trays,759.65,0
46,High,2,3,0,Spoons,533.82,0
25,Medium,3,5,1,Trays,571.75,1
32,Medium,1,9,1,Plates,619.96,1
44,Medium,1,7,0,Combo Pack,591.13,0
24,Medium,5,8,0,Trays,1016.77,1
20,Low,4,4,0,Spoons,709.02,0
46,Medium,2,5,0,Combo Pack,502.19,0
41,Medium,2,3,1,Combo Pack,420.46,0
20,Medium,2,4,0,Trays,562.25,0
37,Medium,4,6,1,Trays,797.42,1
32,High,5,8,1,Bowls,1018.77,1
42,Low,4,9,0,Bowls,944.24,1
47,High,1,5,0,Combo Pack,390.85,0
31,Low,1,5,1,Bowls,496.69,1
24,Medium,2,7,1,Spoons,675.16,1
34,Low,3,3,0,Plates,665.28,0
37,Low,2,2,1,Combo Pack,349.22,0
53,Medium,3,6,1,Plates,741.13,1
26,Low,4,4,0,Bowls,634.42,0
55,Medium,1,1,1,Trays,257.87,0
39,High,3,1,0,Combo Pack,498.83,0
19,Low,4,5,1,Bowls,646.39,1
41,Medium,1,7,1,Spoons,539.75,1
25,Medium,3,0,1,Combo Pack,371.84,0
28,Medium,2,5,0,Combo Pack,514.9,0
30,Low,2,1,0,Trays,369.26,0
34,Low,2,1,1,Combo Pack,406.03,0
25,Low,4,6,1,Trays,793.34,1
38,Low,2,9,1,Bowls,760.27,1
35,Low,5,0,1,Spoons,605.72,1
47,Medium,1,5,1,Spoons,450.09,1
35,High,4,6,0,Combo Pack,745.53,1
48,High,2,7,0,Combo Pack,705.42,0
55,Medium,1,6,0,Bowls,514.76,0
49,Low,3,5,1,Trays,669.74,1
28,Low,2,8,1,Spoons,659.67,1
42,Low,1,2,1,Trays,277.04,0
50,Low,5,5,0,Bowls,841.19,1
55,Medium,3,3,0,Spoons,473.29,0
58,Medium,5,1,0,Spoons,565.6,0
25,Low,1,0,1,Plates,169.96,0
28,Low,5,0,0,Bowls,626.13,0
39,High,1,9,0,Bowls,617.34,0
41,Medium,1,2,0,Plates,249.06,0
58,Low,5,3,1,Trays,709.27,1
34,High,1,1,0,Plates,227.23,0
29,High,2,0,1,Bowls,282.31,0
49,Low,1,3,1,Trays,458.28,0
32,Low,4,6,1,Spoons,852.73,1
33,Medium,1,9,1,Plates,701.24,1
39,High,4,5,0,Trays,808.43,1
45,High,1,5,0,Trays,400.06,0
37,Low,1,8,1,Trays,538.88,1
50,Low,5,1,1,Plates,594.66,1
27,Medium,2,3,1,Spoons,516.73,0
57,Medium,2,4,1,Trays,472.64,0
49,Low,3,0,0,Plates,337.43,0
50,High,5,7,0,Bowls,928.45,1
19,Medium,5,7,1,Plates,938.07,1
50,High,2,5,0,Plates,563.42,0
50,High,5,4,0,Plates,812.55,0
58,Medium,2,7,1,Trays,608.59,1
30,Medium,5,2,0,Plates,734.28,0
47,Medium,1,2,0,Bowls,268.04,0
50,Low,2,1,1,Trays,342.19,0
30,Medium,2,4,1,Bowls,534.34,0
43,Low,4,2,0,Combo Pack,567.91,0
39,Medium,5,2,1,Plates,671.53,1
56,Low,5,5,1,Trays,879.58,1
19,Low,2,7,0,Trays,607.11,0
55,Low,1,1,0,Plates,230.76,0
56,Low,1,3,0,Spoons,377.79,0
43,Medium,1,6,1,Spoons,602.7,1
32,Medium,5,0,0,Bowls,630.27,0
51,Medium,4,0,1,Plates,523.63,1
59,Low,2,9,1,Plates,776.54,1
57,Low,3,6,1,Combo Pack,646.34,1
28,Low,4,6,1,Spoons,805.78,1
20,Low,3,0,1,Spoons,398.51,0
23,High,4,0,0,Plates,516.08,0
26,Low,1,3,0,Bowls,355.83,0
23,Low,5,4,1,Plates,818.98,1
26,Low,3,4,0,Bowls,584.43,0
56,Low,4,3,0,Spoons,652.93,0
48,Medium,5,7,1,Combo Pack,888.61,1
49,Medium,3,6,1,Trays,684.0,1
58,Low,2,8,0,Spoons,769.54,0
29,Low,4,6,1,Bowls,815.94,1
25,Low,2,9,0,Plates,748.95,0
25,Low,1,0,1,Spoons,294.81,0
45,Low,2,6,0,Combo Pack,531.96,0
37,High,2,0,1,Bowls,244.53,0
24,Medium,4,6,0,Plates,885.64,1
28,Medium,1,9,1,Trays,652.3,1
37,Medium,2,7,0,Bowls,637.87,0
33,Medium,5,8,0,Plates,940.04,1
21,Medium,3,2,0,Trays,522.38,0
23,Medium,2,3,0,Plates,477.22,0
39,Medium,1,3,0,Trays,295.28,0
43,Low,2,8,0,Trays,692.99,0
20,Medium,3,6,1,Trays,683.22,1
58,Medium,1,2,1,Plates,312.8,0
59,High,4,9,0,Trays,894.04,1
31,Medium,1,4,1,Bowls,462.6,0
28,Medium,4,6,0,Combo Pack,845.79,1
35,Low,1,7,1,Combo Pack,531.84,1
29,Medium,3,0,0,Trays,389.18,0
40,Low,3,1,1,Combo Pack,443.18,0
29,Low,1,6,0,Combo Pack,461.08,0
30,Low,2,1,1,Trays,327.83,0
42,Medium,3,6,0,Trays,686.49,0
36,Low,4,8,0,Bowls,980.64,1
53,Low,4,1,0,Spoons,597.33,0
25,High,5,6,1,Plates,946.73,1
46,Low,4,3,1,Trays,668.5,1
49,Medium,5,1,1,Trays,594.13,1
35,Medium,1,6,1,Combo Pack,497.93,1
23,Low,1,4,1,Bowls,448.52,0
35,Medium,1,0,1,Combo Pack,137.09,0
36,Low,2,4,0,Trays,531.83,0
39,Medium,2,2,1,Trays,516.13,0
54,Medium,5,6,0,Combo Pack,953.09,1
49,Medium,4,5,1,Trays,820.7,1
58,Medium,4,7,1,Spoons,860.92,1
20,Low,1,4,1,Plates,448.4,0
45,Low,3,1,1,Plates,414.11,0
27,Medium,2,8,1,Plates,739.79,1
52,Medium,2,7,1,Spoons,682.72,1
46,High,1,5,0,Trays,464.5,0
32,High,2,9,0,Combo Pack,815.8,0
50,High,1,6,1,Bowls,473.06,1
24,Medium,5,8,1,Trays,990.65,1
29,Low,4,6,0,Spoons,804.77,1
47,Medium,3,2,0,Spoons,448.52,0
38,Medium,4,5,0,Plates,761.35,1
48,Low,4,6,0,Trays,714.05,1
41,High,5,1,1,Plates,702.35,1
37,High,2,2,1,Bowls,402.33,0
54,Medium,3,3,1,Plates,523.96,0
21,Low,2,9,1,Bowls,708.28,1
45,Low,4,5,1,Spoons,738.27,1
37,High,1,0,0,Plates,234.41,0
41,High,4,8,0,Plates,927.39,1
49,Low,2,4,0,Combo Pack,464.72,0
58,Low,4,6,0,Spoons,757.7,1
53,High,1,8,0,Combo Pack,632.84,0
51,Low,5,8,0,Bowls,963.88,1
53,Medium,2,0,0,Bowls,303.0,0
19,High,4,0,0,Spoons,506.19,0
32,Low,2,2,1,Bowls,415.6,0
51,Medium,5,5,0,Spoons,892.91,1
53,Low,4,1,1,Bowls,486.85,1
23,Low,4,9,0,Trays,854.44,1
56,High,2,0,1,Plates,271.63,0
59,Medium,2,0,1,Trays,390.08,0
29,High,1,4,1,Spoons,501.11,0
20,Medium,5,3,1,Spoons,841.56,1
35,Low,1,0,0,Trays,190.35,0
57,Low,4,3,0,Plates,560.89,0
38,Low,2,2,0,Plates,282.85,0
32,Low,4,1,0,Combo Pack,519.3,0
50,Low,4,8,0,Bowls,890.1,1
52,Low,3,0,1,Combo Pack,465.03,0
43,Medium,3,6,1,Plates,743.39,1
25,Medium,4,3,1,Trays,661.37,1
53,Medium,2,4,1,Bowls,455.51,0
47,Medium,4,9,1,Trays,901.96,1
40,Low,3,4,1,Combo Pack,612.71,0
59,Low,2,0,1,Spoons,334.85,0
31,Medium,4,5,0,Trays,769.59,1
31,Medium,5,8,0,Combo Pack,948.27,1
19,Low,5,1,1,Combo Pack,682.53,1
54,High,4,6,1,Combo Pack,821.3,1
22,Medium,2,5,1,Spoons,496.47,1
55,Medium,4,4,0,Spoons,660.78,0
58,Low,4,3,1,Spoons,684.42,1
31,Medium,3,3,0,Bowls,538.27,0
56,Medium,5,5,0,Spoons,929.46,1
42,Medium,3,3,0,Spoons,575.06,0
37,Medium,3,4,0,Spoons,575.67,0
19,High,4,5,0,Trays,749.49,1
56,Medium,3,4,0,Spoons,603.17,0
23,Low,5,6,0,Bowls,863.58,1
34,Medium,3,8,0,Combo Pack,754.37,0
42,Medium,5,9,1,Trays,1085.07,1
45,Medium,3,6,1,Plates,742.26,1
19,Low,5,6,0,Spoons,930.19,1
52,Low,3,3,0,Combo Pack,625.77,0
54,High,3,0,1,Combo Pack,372.91,0
22,Medium,2,7,1,Trays,733.71,1
18,High,5,3,0,Plates,704.95,0
57,Medium,5,0,1,Bowls,549.37,1
29,Medium,5,4,1,Combo Pack,712.0,1
53,Medium,1,7,0,Combo Pack,527.71,0
40,High,3,3,0,Combo Pack,524.81,0
48,Medium,5,7,0,Combo Pack,976.3,1
28,Medium,1,7,1,Trays,562.19,1
27,Low,2,2,0,Plates,340.35,0
20,Medium,5,8,0,Combo Pack,980.36,1
31,Medium,5,2,0,Bowls,681.43,0
33,Low,1,0,1,Bowls,111.2,0
27,Low,3,1,1,Spoons,400.95,0
46,Low,2,5,1,Combo Pack,511.46,1
27,Low,5,9,1,Combo Pack,1121.68,1
29,Low,3,1,0,Combo Pack,459.57,0
47,Medium,2,5,1,Combo Pack,583.11,1
58,High,4,0,1,Combo Pack,425.07,1
18,Medium,4,0,0,Bowls,559.71,0
22,Low,2,4,1,Plates,565.06,0
37,Low,1,9,1,Plates,550.08,1
25,Medium,2,8,1,Spoons,664.73,1
29,Low,2,7,0,Bowls,674.79,0
18,High,1,2,1,Combo Pack,332.22,0
37,Medium,1,2,1,Plates,266.08,0
45,Medium,3,0,0,Trays,384.73,0
54,Low,3,2,0,Trays,470.13,0
54,Medium,1,0,0,Trays,205.52,0
29,Low,4,7,1,Combo Pack,909.86,1
54,High,4,0,1,Combo Pack,461.45,1
45,Medium,2,4,0,Spoons,550.04,0
32,Low,5,8,0,Spoons,960.92,1
23,Low,2,6,0,Spoons,557.62,0
37,Low,2,3,1,Trays,490.93,0
31,Medium,5,8,0,Combo Pack,1046.1,1
19,Low,1,8,1,Trays,642.57,1
26,Medium,4,1,1,Spoons,484.21,1
54,Low,2,9,1,Combo Pack,726.7,1
37,Medium,5,9,0,Bowls,1091.15,1
43,High,3,5,0,Plates,652.08,0
46,Medium,2,3,0,Plates,396.32,0
18,Medium,4,7,0,Spoons,872.92,1
52,Low,1,6,0,Trays,464.26,0
23,Low,2,6,1,Bowls,689.73,1
54,Medium,2,9,0,Combo Pack,827.24,0
22,Low,5,8,0,Trays,1030.2,1
50,Medium,3,4,0,Spoons,668.05,0
31,Low,3,5,0,Trays,653.24,0
29,Low,1,0,1,Spoons,238.27,0
59,Low,4,5,0,Plates,823.89,1
37,High,1,1,0,Plates,262.27,0
41,Low,2,5,1,Trays,537.24,1
51,Medium,2,8,0,Bowls,614.77,0
42,Low,3,7,0,Combo Pack,745.84,0
46,Medium,4,8,0,Spoons,941.17,1
56,Low,5,9,0,Combo Pack,1097.28,1
48,High,4,7,0,Plates,875.22,1
40,High,2,2,0,Bowls,372.94,0
55,Low,5,7,1,Bowls,851.16,1
37,High,4,5,0,Combo Pack,725.24,1
40,High,4,5,1,Plates,734.78,1
33,High,5,5,1,Combo Pack,834.35,1
59,High,2,2,1,Trays,430.93,0
25,Low,4,9,0,Bowls,1049.28,1
38,Medium,5,0,0,Bowls,606.18,0
18,Low,2,3,1,Trays,439.16,0
25,Low,5,9,1,Plates,1037.04,1
46,High,5,5,1,Bowls,856.22,1
49,Low,4,9,0,Spoons,908.59,1
55,Medium,2,1,1,Spoons,356.01,0
22,High,4,6,0,Plates,822.54,1
39,High,1,6,0,Trays,510.48,0
51,High,1,3,0,Combo Pack,372.88,0
18,Low,2,3,0,Plates,471.69,0
43,Low,5,0,0,Combo Pack,511.41,0
27,Medium,4,1,1,Plates,581.84,1
